,tag,text_message
3637,1,fantasy football is back on your tv  go to sky gamestar on sky active and play £250k dream team  scoring starts on saturday  so register now sky opt out to 88088
3638,0,havent planning to buy later  i check already lido only got 530 show in e afternoon  u finish work already 
3639,1,you have won  1 000 cash or a  2 000 prize  to claim  call09050000327  t c  rstm  sw7 3ss  150ppm
3640,0,    photoshop makes my computer shut down 
3641,0, and my man carlos is definitely coming by mu tonight  no excuses 
3642,0,haha better late than ever  any way i could swing by 
3643,0,i don t run away frm u    i walk slowly   it kills me that u don t care enough to stop me   
3644,0,so no messages  had food 
3645,0,i have a sore throat  it s scratches when i talk
3646,0,y where u at dogbreath  its just sounding like jan c that’s al         
3647,0,now get step 2 outta the way  congrats again 
3648,0,got hella gas money  want to go on a grand nature adventure with galileo in a little bit 
3649,0,tell my  bad character which u dnt lik in me  i ll try to change in      i ll add tat 2 my new year resolution  waiting for ur reply be frank   good morning 
3650,0,should i send you naughty pix    
3651,0,hi babe im at home now wanna do something  xx
3652,0,haha    yup hopefully  we will lose a few kg by mon  after hip hop can go orchard and weigh again
3653,0,dear all  as we know    th is the    th birthday of our loving gopalettan  we are planning to give a small gift on that day  those who like to participate in that you are welcome  please contact our admin team for more details
3654,0,ok    the theory test  when are u going to book  i think it s on 21 may  coz thought wanna go out with jiayin  but she isnt free
3655,1,message important information for o2 user  today is your lucky day  2 find out why log onto http   www urawinner com there is a fantastic surprise awaiting you
3656,0,i think its far more than that but find out  check google maps for a place from your dorm 
3657,1,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had  to claim 4 free reply with claim to this msg  2 stop txt stop
3658,1,i am hot n horny and willing i live local to you   text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk  02085076972 reply stop to end
3659,0,oh    only 4 outside players allowed to play know
3660,0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for  by the way who is this  dont know number  joke
3661,0,oh ok i didnt know what you meant  yep i am baby jontin
3662,0,friends that u can stay on fb chat with
3663,0,hmm    bits and pieces lol      sighs     
3664,0,just sent again  do you scream and moan in bed  princess 
3665,0,yeah do  don€˜t stand to close tho  you€˜ll catch something 
3666,0,can do lor   
3667,0,where do you need to go to get it 
3668,0,em  its olowoyey  usc edu have a great time in argentina  not sad about secretary  everything is a blessing
3669,0,today is accept day  u accept me as  brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
3670,0,u dun wan to watch infernal affair 
3671,0,you call him and tell now infront of them  call him now 
3672,0,hi dear we saw dear  we both are happy  where you my battery is low
3673,0,ummma will call after check in our life will begin from qatar so pls pray very hard 
3674,0,call me  i am senthil from hsbc 
3675,0,u wait 4 me in sch i finish ard 5  
3676,0,get ready for     inches of pleasure   
3677,1,as a valued customer  i am pleased to advise you that following recent review of your mob no  you are awarded with a £1500 bonus prize  call 09066364589
3678,0,yo  the game almost over  want to go to walmart soon
3679,0,lol  well quality aint bad at all so i aint complaining
3680,0,hi chachi tried calling u now unable to reach u    pl give me a missed cal once u c tiz msg  kanagu
3681,0,sometimes heart remembrs someone very much    forgets someone soon    bcoz heart will not like everyone  but liked ones will be remembered everytime    bslvyl
3682,0,hey  iouri gave me your number  i m wylie  ryan s friend
3683,0,hello my little party animal  i just thought i d buzz you as you were with your friends     grins     reminding you were loved and send a naughty adoring kiss
3684,0,oops i thk i dun haf enuff    i go check then tell u  
3685,1,your next amazing xxx picsfree1 video will be sent to you enjoy  if one vid is not enough for 2day text back the keyword picsfree1 to get the next video 
3686,0,ah  well that confuses things  doesn€˜t it 
3687,0,now i m going for lunch 
3688,0,no  its ful of song lyrics  
3689,0,think you sent the text to the home phone  that cant display texts  if you still want to send it his number is
3690,0,lol no  i just need to cash in my nitros  hurry come on before i crash out 
3691,0,s   kallis wont play in first two odi   
3692,0,every day i use to sleep after     so only 
3693,0,i went to project centre
3694,0,the whole car appreciated the last two  dad and are having a map reading semi argument but apart from that things are going ok  p 
3695,0,are there ta jobs available  let me know please cos i really need to start working
3696,1,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09065171142 stopsms 08718727870150ppm
3697,0,also maaaan are you missing out
3698,0,hello boytoy   geeee     i m missing you today  i like to send you a tm and remind you i m thinking of you     and you are loved      loving kiss 
3699,0,aight will do  thanks again for comin out
3700,0,my life means a lot to me  not because i love my life  but because i love the people in my life  the world calls them friends  i call them my world      ge     
3701,0,oh    okie lor   we go on sat    
3702,0,hey das cool    iknow all 2 wellda peril of studentfinancial crisis spk 2 u l8r 
3703,1,congratulations ur awarded either £500 of cd gift vouchers   free entry 2 our £100 weekly draw txt music to 87066 tncs www ldew com 1 win150ppmx3age16
3704,0,and also i ve sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
3705,0,where is that one day training   
3706,0,hey what happen de  are you alright 
3707,0,i dont know exactly could you ask chechi 
3708,0,i cant talk to you now i will call when i can dont keep calling 
3709,1,i don t know u and u don t know me  send chat to 86688 now and let s find each other  only 150p msg rcvd  hg suite342 2lands row w1j6hl ldn  18 years or over 
3710,0,pls help me tell sura that i m expecting a battery from hont  and that if should pls send me a message about how to download movies  thanks
3711,0,just dropped em off  omw back now
3712,0,night has ended for another day  morning has come in a special way  may you smile like the sunny rays and leaves your worries at the blue blue bay  gud mrng
3713,0,i will lick up every drop    are you ready to use your mouth as well 
3714,1,buy space invaders 4 a chance 2 win orig arcade game console  press 0 for games arcade  std wap charge  see o2 co uk games 4 terms   settings  no purchase
3715,0,are you plans with your family set in stone  
3716,0,so u workin overtime nigpun 
3717,0,ok  not much to do here though  h m friday  cant wait  dunno wot the hell im gonna do for another 3 weeks  become a slob  oh wait  already done that  
3718,0, and  picking them up from various points
3719,0,shopping lor  them raining mah hard 2 leave orchard 
3720,1,free entry in 2 a weekly comp for a chance to win an ipod  txt pod to 80182 to get entry  std txt rate  t c s apply 08452810073 for details 18 
3721,0,oh k   i m watching here  
3722,0,yes princess  i want to make you happy   
3723,0,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear 
3724,0,see  i thought it all through
3725,0,ummmmmaah many many happy returns of d day my dear sweet heart   happy birthday dear
3726,1,dear voucher holder  to claim this weeks offer  at your pc please go to http   www wtlp co uk text  ts cs apply 
3727,0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories  feeling  
3728,0,k  i will sent it again
3729,0,ryder unsold now gibbs 
3730,0,tell where you reached
3731,0,dude sux for snake  he got old and raiden got buff
3732,0,sday only joined so training we started today  
3733,0,hey there  glad u r better now  i hear u treated urself to a digi cam  is it good  we r off at 9pm  have a fab new year  c u in coupla wks 
3734,1,claire here am havin borin time   am now alone u wanna cum over 2nite  chat now 09099725823 hope 2 c u luv claire xx calls£1 minmoremobsemspobox45po139wa
3735,1,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005  text fa to 87121 to receive entry question std txt rate t c s apply 08452810075over18 s
3736,0,is there coming friday is leave for pongal do you get any news from your work place 
3737,0,no drama pls i have had enough from you and family while i am struggling in the hot sun in a strange place no reason why there should be an ego of not going  if not invited  when actually its necessity to go wait for very serious reppurcussions 
